sigma10,R10,bg10,sigma15,R15,bg15
3860.308,18.60681405,18.3179719987398,3860.308,19.69235003,19.437855612987
3860.79,18.62115639,18.3180218898865,3860.79,19.69456409,19.4381496571423
3861.272,18.59783424,18.3180741660451,3861.272,19.69628028,19.4384454500764
3861.755,18.61143117,18.3181289572961,3861.755,19.6797145,19.4387436210872
3862.237,18.62472444,18.3181860509673,3862.237,19.68708227,19.4390429456936
3862.719,18.6286723,18.3182455722271,3862.719,19.67515571,19.4393440495914
3863.201,18.62613222,18.3183075353381,3863.201,19.68851799,19.4396469430026
3863.683,18.60232334,18.3183719546029,3863.683,19.69688925,19.4399516361783
3864.165,18.59897324,18.3184388443644,3864.165,19.69687542,19.4402581393987
3864.647,18.58340845,18.3185082190059,3864.647,19.68731061,19.4405664629731
3865.129,18.59523967,18.318580092951,3865.129,19.68253414,19.4408766172401
3865.612,18.59094905,18.3186546376181,3865.612,19.68893519,19.4411892617818
3866.094,18.59507618,18.3187315588632,3866.094,19.70741703,19.4415031124192
3866.576,18.58587639,18.3188110229557,3866.576,19.71375863,19.4418188249628
3867.058,18.57696076,18.3188930444812,3867.058,19.69613692,19.4421364098687
3867.54,18.57297478,18.3189776380663,3867.54,19.72467575,19.4424558776226
3868.022,18.56047086,18.319064818378,3868.022,19.71391506,19.4427772387397
3868.504,18.57097543,18.3191546001245,3868.504,19.71250102,19.4431005037648
3868.986,18.56103561,18.3192469980547,3868.986,19.72795082,19.4434256832725
3869.469,18.57687942,18.319342226859,3869.469,19.74900899,19.4437534685155
3869.951,18.56500967,18.3194399070718,3869.951,19.73269046,19.4440825128574
3870.433,18.57232802,18.3195402479919,3870.433,19.7384704,19.4444135036056
3870.915,18.57827371,18.3196432645326,3870.915,19.74016319,19.4447464514538
3871.397,18.57274668,18.3197489716483,3871.397,19.71471792,19.4450813671255
3871.879,18.57868407,18.3198573843348,3871.879,19.74294316,19.445418261374
3872.361,18.58377116,18.3199685176293,3872.361,19.73200901,19.4457571449828
3872.843,18.58274698,18.3200823866102,3872.843,19.72118938,19.4460980287653
3873.325,18.60488802,18.3201990063977,3873.325,19.73099606,19.4464409235651
3873.808,18.61509499,18.3203186427273,3873.808,19.71154019,19.4467865579601
3874.29,18.62641359,18.3204408154402,3874.29,19.71930771,19.4471335116746
3874.772,18.61865452,18.3205657846012,3874.772,19.70316816,19.4474825091408
3875.254,18.62952102,18.320693565497,3875.254,19.69998092,19.4478335613232
3875.736,18.58862417,18.3208241734563,3875.736,19.71487206,19.4481866792167
3876.218,18.59785057,18.3209576238497,3876.218,19.70039311,19.4485418738464
3876.7,18.61496061,18.3210939320896,3876.7,19.71979726,19.4488991562681
3877.182,18.58424207,18.3212331136306,3877.182,19.70920944,19.4492585375678
3877.665,18.60534185,18.3213754817349,3877.665,19.71295055,19.4496207810454
3878.146,18.59711007,18.321520158645,3878.146,19.70615053,19.449983641299
3878.629,18.59357017,18.3216683631197,3878.629,19.70493371,19.4503501470865
3879.111,18.58112106,18.3218191993608,3879.111,19.70811433,19.4507180398307
3879.593,18.57507207,18.3219729868414,3879.593,19.72754072,19.4510880873663
3880.075,18.58192153,18.32212974127,3880.075,19.69301958,19.4514603009635
3880.557,18.56326694,18.3222894783972,3880.557,19.6891664,19.4518346919235
3881.039,18.57957225,18.3224522140166,3881.039,19.69030307,19.4522112715782
3881.521,18.56119689,18.3226179639643,3881.521,19.694026,19.4525900512906
3882.003,18.56951045,18.3227867441192,3882.003,19.71134386,19.4529710424546
3882.486,18.5674066,18.3229589300663,3882.486,19.67785655,19.4533550538638
3882.968,18.56279293,18.3231338248126,3882.968,19.67806901,19.4537405068846
3883.45,18.54986701,18.3233117976928,3883.45,19.68095785,19.4541282057493
3883.932,18.53979305,18.3234928647575,3883.932,19.66482746,19.4545181619763
3884.414,18.55524234,18.3236770421002,3884.414,19.65727791,19.4549103871154
3884.896,18.56371853,18.3238643458576,3884.896,19.66112493,19.4553048927477
3885.378,18.55839662,18.3240547922097,3885.378,19.63302938,19.4557016904856
3885.86,18.55445201,18.3242483973797,3885.86,19.64149599,19.456100791973
3886.343,18.56062516,18.3244455892038,3886.343,19.65555504,19.4565030441153
3886.825,18.57660187,18.3246455674908,3886.825,19.64982652,19.4569067929993
3887.307,18.55626727,18.3248487535598,3887.307,19.66230649,19.4573128807777
3887.789,18.56413724,18.3250551638077,3887.789,19.67989687,19.4577213192204
3888.271,18.54416749,18.3252648146755,3888.271,19.69050969,19.4581321201292
3888.753,18.54514151,18.3254777226474,3888.753,19.68347923,19.4585452953376
3889.235,18.54661014,18.3256939042517,3889.235,19.69929383,19.4589608567108
3889.717,18.53424849,18.3259133760604,3889.717,19.69633416,19.4593788161457
3890.199,18.53034252,18.3261361546896,3890.199,19.68897748,19.4597991855714
3890.682,18.54017287,18.3263627293568,3890.682,19.69162233,19.4602228566349
3891.164,18.53931136,18.3265921785978,3891.164,19.70128912,19.4606480870185
3891.646,18.54536685,18.3268249848059,3891.646,19.68700399,19.4610757633962
3892.128,18.53114791,18.3270611647736,3892.128,19.69097275,19.461505897825
3892.61,18.55903528,18.3273007353374,3892.61,19.70397642,19.4619385023939
3893.092,18.54513495,18.3275437133783,3893.092,19.66031278,19.4623735892242
3893.574,18.55359114,18.3277901158215,3893.574,19.68903532,19.4628111704695
3894.056,18.54313912,18.3280399596371,3894.056,19.68690612,19.4632512583156
3894.539,18.54436028,18.3282937909692,3894.539,19.7026452,19.4636947858784
3895.021,18.53389845,18.3285505758451,3895.021,19.67260623,19.4641399288767
3895.503,18.51275705,18.3288108533056,3895.503,19.69632394,19.464587615253
3895.985,18.52372773,18.3290746404993,3895.985,19.67409697,19.4650378573226
3896.467,18.51205476,18.3293419546195,3896.467,19.68694415,19.4654906674339
3896.949,18.49808779,18.3296128129043,3896.949,19.70067352,19.4659460579673
3897.431,18.50503493,18.3298872326369,3897.431,19.69117179,19.4664040413363
3897.913,18.48802969,18.3301652311454,3897.913,19.69792238,19.4668646299869
3898.396,18.49911338,18.3304474137747,3898.396,19.70584572,19.4673288001369
3898.878,18.49584221,18.3307326295154,3898.878,19.70630164,19.4677946422899
3899.36,18.49938939,18.3310214763237,3899.36,19.70704833,19.4682631272854
3899.842,18.48358304,18.3313139717088,3899.842,19.73147886,19.468734267701
3900.324,18.49608503,18.3316101332251,3900.324,19.73598203,19.4692080761469
3900.806,18.50397263,18.3319099784728,3900.806,19.73931496,19.4696845652666
3901.288,18.52478094,18.3322135250971,3901.288,19.74597253,19.4701637477368
3901.77,18.50514805,18.3325207907893,3901.77,19.71572773,19.4706456362669
3902.252,18.51989319,18.332831793286,3902.252,19.73207714,19.4711302435998
3902.735,18.5250153,18.3331472073081,3902.735,19.72572766,19.4716185964365
3903.217,18.52091649,18.3334657446524,3903.217,19.71410081,19.4721086854435
3903.699,18.52452075,18.3337880723236,3903.699,19.71461816,19.4726015317081
3904.181,18.51195876,18.3341142082418,3904.181,19.68762387,19.4730971481064
3904.663,18.5116145,18.3344441703732,3904.663,19.68300093,19.4735955475479
3905.145,18.4989636,18.3347779767305,3905.145,19.69181046,19.4740967429757
3905.627,18.49479665,18.335115645372,3905.627,19.66888116,19.4746007473664
3906.109,18.49402455,18.3354571944026,3906.109,19.66093943,19.4751075737303
3906.592,18.49522227,18.3358033627349,3906.592,19.67983171,19.4756182954561
3907.073,18.48598159,18.3361520062823,3907.073,19.68730509,19.4761297445869
3907.556,18.45977161,18.336506042662,3907.556,19.69512755,19.4766461874856
3908.038,18.45680267,18.3368633034457,3908.038,19.67087434,19.4771644384954
3908.52,18.45791422,18.3372245358771,3908.52,19.67904296,19.4776855770628
3909.002,18.46546356,18.3375897583399,3909.002,19.68347643,19.4782096164008
3909.484,18.44498945,18.3379589892649,3909.484,19.66412185,19.4787365697565
3909.966,18.460378,18.3383322471297,3909.966,19.68216618,19.4792664504108
3910.448,18.44338704,18.3387095504585,3910.448,19.65116494,19.479799271679
3910.93,18.44948087,18.3390909178227,3910.93,19.67194965,19.4803350469102
3911.413,18.45316187,18.3394771717866,3911.413,19.66560062,19.480874910305
3911.895,18.43724822,18.3398667316525,3911.895,19.67329396,19.4814166398451
3912.377,18.44012127,18.3402604115895,3912.377,19.64601577,19.4819613636295
3912.859,18.45672902,18.3406582303575,3912.859,19.66510173,19.4825090951444
3913.341,18.41986095,18.341060206764,3913.341,19.6728627,19.4830598479109
3913.823,18.42874755,18.3414663596639,3913.823,19.68678395,19.4836136354841
3914.305,18.4284067,18.3418767079594,3914.305,19.69089394,19.4841704714539
3914.787,18.42501706,18.3422912706004,3914.787,19.66413936,19.4847303694447
3915.27,18.40886241,18.3427109398694,3915.27,19.66282974,19.4852945143173
3915.752,18.40296653,18.3431339970838,3915.752,19.68667324,19.4858605837855
3916.234,18.40177721,18.3435613258189,3916.234,19.65462354,19.4864297563844
3916.716,18.39684533,18.3439929452158,3916.716,19.66585946,19.4870020458772
3917.198,18.41309889,18.3444288744631,3917.198,19.67644717,19.487577466062
3917.68,18.42391431,18.3448691327979,3917.68,19.66380263,19.4881560307719
3918.162,18.40147207,18.3453137395049,3918.162,19.6583911,19.4887377538749
3918.644,18.39272142,18.3457627139172,3918.644,19.64490022,19.4893226492739
3919.126,18.40210217,18.3462160754161,3919.126,19.64302079,19.489910730907
3919.609,18.38887088,18.3466747977514,3919.609,19.64521344,19.4905032428095
3920.091,18.4038884,18.3471370009632,3920.091,19.64931823,19.4910977455485
3920.573,18.41561209,18.3476036497359,3920.573,19.65293089,19.4916954765757
3921.055,18.38780462,18.3480747636446,3921.055,19.65263498,19.4922964499701
3921.537,18.39107541,18.3485503623126,3921.537,19.63425348,19.492900679846
3922.019,18.38490097,18.3490304654123,3922.019,19.64486357,19.4935081803528
3922.501,18.40751242,18.3495150926646,3922.501,19.62948974,19.4941189656758
3922.983,18.38544583,18.3500042638391,3922.983,19.63871305,19.4947330500355
3923.466,18.39556381,18.3504990278587,3923.466,19.62825549,19.49535173205
3923.948,18.41412361,18.3509973559129,3923.948,19.6511166,19.4959724642055
3924.43,18.39948145,18.3515002875337,3924.43,19.65395652,19.4965965383027
3924.912,18.40071552,18.3520078426869,3924.912,19.62325195,19.4972239687047
3925.394,18.38781072,18.3525200413873,3925.394,19.62891923,19.4978547698106
3925.876,18.38054294,18.3530369036994,3925.876,19.6380848,19.498488956055
3926.358,18.388175,18.3535584497367,3926.358,19.66090039,19.4991265419087
3926.84,18.37606223,18.3540846996622,3926.84,19.64870959,19.4997675418783
3927.323,18.37251262,18.354616780219,3927.323,19.6500647,19.5004133110695
3927.805,18.37082348,18.3551525084721,3927.805,19.63602291,19.5010611900935
3928.287,18.376079,18.3556930014418,3928.287,19.64734725,19.5017125269998
3928.769,18.36333946,18.3562382794895,3928.769,19.64280642,19.5023673364394
3929.251,18.35137636,18.3567883630265,3929.251,19.62858698,19.5030256330995
3929.733,18.34828937,18.3573432725139,3929.733,19.6266451,19.5036874317036
3930.215,18.35237744,18.3579030284628,3930.215,19.62260868,19.5043527470115
3930.697,18.33925036,18.3584676514341,3930.697,19.59958145,19.5050215938195
3931.179,18.35607298,18.359037162039,3931.179,19.58804988,19.5056939869601
3931.662,18.35518583,18.3596127777959,3931.662,19.58567679,19.5063713474096
3932.144,18.33247372,18.3601921359498,3932.144,19.58502701,19.5070508852943
3932.626,18.34012942,18.3607764439152,3932.626,19.55974985,19.5077340142599
3933.108,18.33586204,18.3613657225042,3933.108,19.57095675,19.5084207492855
3933.59,18.35219719,18.3619599925796,3933.59,19.57924631,19.5091111053867
3934.072,18.34762067,18.3625592750548,3934.072,19.53591444,19.5098050976161
3934.554,18.34350415,18.3631635908936,3934.554,19.55391091,19.5105027410632
3935.036,18.35319701,18.3637729611107,3935.036,19.56014212,19.5112040508541
3935.519,18.36147484,18.3643886868455,3935.519,19.56302077,19.5119105086272
3936,18.36056184,18.365006948992,3936,19.5524884,19.5126177301575
3936.483,18.35921365,18.3656329102491,3936.483,19.55539617,19.5133316119847
3936.965,18.34793931,18.3662627198255,3936.965,19.55568328,19.5140477469023
3937.447,18.34808227,18.3668976896603,3937.447,19.56059163,19.5147676243823
3937.929,18.34876471,18.367537841074,3937.929,19.56385115,19.5154912597734
3938.411,18.3391316,18.3681831954381,3938.411,19.54999534,19.516218668462
3938.893,18.33031203,18.3688337741758,3938.893,19.57375636,19.5169498658713
3939.375,18.32531575,18.3694895987612,3939.375,19.56357327,19.5176848674624
3939.857,18.31495723,18.3701506907201,3939.857,19.59679484,19.5184236887336
3940.34,18.29934937,18.3708184596758,3940.34,19.60486719,19.5191678899993
3940.822,18.30285887,18.3714901622056,3940.822,19.577117,19.5199144052811
3941.304,18.29691847,18.3721671970409,3941.304,19.5801542,19.5206647869958
3941.786,18.28281831,18.3728495859139,3941.786,19.59736351,19.5214190507922
3942.268,18.29066036,18.373537350609,3942.268,19.57691228,19.5221772123567
3942.75,18.29017084,18.3742305129624,3942.75,19.5967962,19.5229392874138
3943.232,18.29102671,18.3749290948622,3943.232,19.56393408,19.5237052917256
3943.714,18.26624408,18.3756331182487,3943.714,19.56468396,19.5244752410922
3944.197,18.25917923,18.3763440827733,3944.197,19.56372629,19.5252507611031
3944.679,18.25970141,18.3770590665663,3944.679,19.56226148,19.5260286563987
3945.161,18.26877489,18.3777795580258,3945.161,19.55430332,19.5268105444106
3945.643,18.25409905,18.3785055793012,3945.643,19.54531246,19.5275964410911
3946.125,18.2473716,18.3792371525942,3946.125,19.54233384,19.5283863624309
3946.607,18.25361679,18.3799743001594,3946.607,19.5415817,19.5291803244588
3947.089,18.26617304,18.3807170443036,3947.089,19.53434461,19.529978343242
3947.571,18.24172749,18.3814654073865,3947.571,19.5263875,19.5307804348859
3948.053,18.25515593,18.3822194118206,3948.053,19.5295296,19.5315866155345
3948.536,18.25144802,18.3829806620494,3948.536,19.51825367,19.5323985867399
3949.018,18.26307198,18.3837460284552,3949.018,19.52871712,19.5332130025515
3949.5,18.26100234,18.3845171038137,3949.5,19.52747466,19.5340315560646
3949.982,18.26780792,18.3852939107492,3949.982,19.50651446,19.5348542635775
3950.464,18.26114392,18.3860764719392,3950.464,19.52038076,19.5356811414274
3950.946,18.25310011,18.3868648101145,3950.946,19.52328543,19.5365122059899
3951.428,18.27221934,18.387658948059,3951.428,19.52956077,19.5373474736798
3951.91,18.26739117,18.3884589086103,3951.91,19.50895008,19.5381869609506
3952.393,18.27448912,18.3892663925483,3952.393,19.51838359,19.5390324391729
3952.875,18.29122461,18.3900780792385,3952.875,19.51561285,19.5398804239619
3953.357,18.27450526,18.3908956574165,3953.357,19.5318711,19.5407326779608
3953.839,18.27166693,18.3917191501344,3953.839,19.49102376,19.5415892177792
3954.321,18.26654148,18.3925485804978,3954.321,19.50335745,19.5424500600661
3954.803,18.27071728,18.3933839716661,3954.803,19.5152775,19.5433152215097
3955.285,18.27016331,18.3942253468529,3955.285,19.50147618,19.5441847188374
3955.767,18.28767815,18.3950727293256,3955.767,19.48868479,19.5450585688161
3956.25,18.25631034,18.3959279192574,3956.25,19.49605147,19.5459386148378
3956.732,18.27801445,18.3967873989052,3956.732,19.50481215,19.5468212296944
3957.214,18.26539545,18.397652956015,3957.214,19.50256705,19.5477082477742
3957.696,18.25768024,18.3985246140711,3957.696,19.50057184,19.5485996860021
3958.178,18.25475717,18.3994023966123,3958.178,19.50102916,19.5494955613428
3958.66,18.2680871,18.4002863272321,3958.66,19.50370047,19.5503958908004
3959.142,18.2559841,18.4011764295782,3959.142,19.46382005,19.5513006914191
3959.624,18.25409349,18.4020727273533,3959.624,19.49616323,19.5522099802826
3960.106,18.25564663,18.4029752443146,3960.106,19.49084561,19.5531237745147
3960.589,18.25190211,18.4038858961744,3960.589,19.45454035,19.5540440012137
3961.071,18.25067636,18.404800936026,3961.071,19.47641433,19.5549668671506
3961.553,18.22795884,18.4057222667145,3961.553,19.48433103,19.5558942901029
3962.035,18.22464819,18.406649912217,3962.035,19.46285767,19.5568262873548
3962.517,18.2412811,18.4075838965657,3962.517,19.45254992,19.5577628762303
3962.999,18.23411121,18.4085242438482,3962.999,19.44305877,19.5587040740938
3963.481,18.23979226,18.409470978207,3963.481,19.43788511,19.55964989835
3963.963,18.22060907,18.4104241238403,3963.963,19.43432685,19.5606003664438
3964.446,18.22553189,18.4113857025405,3964.446,19.43095631,19.5615574823145
3964.927,18.20809055,18.4123497460001,3964.927,19.43565719,19.5625153041266
3965.41,18.21272924,18.4133242956446,3965.41,19.4195282,19.5634818147491
3965.892,18.21097559,18.4143033429957,3965.892,19.43306999,19.5644510432514
3966.374,18.21821466,18.4152889234957,3966.374,19.41123206,19.5654250034606
